Co-term,女,母,妻,婦,姊,妃,婢,姒,媼,嫗,嫂,姬,妾,尼,嬪,妹,乳母,夫人,女子,室女,少女,帝后,後母,玉女,王后,皇后,美人,美女,貴人,皇太后,王,子,公,侯,君,臣,兵,帝,士,父,孫,伯,皇,叔,辟,賓,男,昆,兒,宦,友,俠,翁,童,孽,舅,紳,官,卿,吏,師,兄,叟,婿,甥,儐,娣,哥,丈夫,世子,中尉,列侯,力士,勇士,匹夫,博士,叔父,史官,司寇,司徒,君子,大夫,大王,大理,大臣,天王,天皇,天子,太公,太后,太子,太守,子嗣,孝子,孽子,帝王,次子,武士,王子,男子,皇子,皇帝,秀才,童子,老父,兒子,伯父,士大夫,大丈夫,太史公,皇太子,Fem,Target,Total
Pinyin,f_nǚ,f_mǔ,f_qī,f_fù,f_zǐ,f_fēi,f_bì,f_sì,f_ǎo,f_yù,f_sǎo,f_jī,f_qiè,f_ní,f_pin,f_mèi,f_rǔmǔ,f_fūren,f_nǚzǐ,f_shìnǚ,f_shàonǚ,f_dìhòu,f_hòumǔ,f_yùnǚ,f_wánghòu,f_huánghòu,f_měirén,f_měinǚ,f_guiren,f_huángtàihòu,m_wáng,m_zǐ,m_gōng,m_hóu,m_jūn,m_chén,m_bīng,m_dì,m_shì,m_fù,m_sūn,m_bà,m_huáng,m_shū,m_bì,m_bīn,m_nán,m_kūn,m_ér,m_huàn,m_yǒu,m_xiá,m_wēng,m_tóng,m_niè,m_jiù,m_shēn,m_guān,m_qīng,m_lì,m_shī,m_xiōng,m_sǒu,m_xù,m_shēng,m_bīn,m_dì,m_gē,m_zhàngfu,m_shìzǐ,m_zhōngwèi,m_lièhóu,m_lìshì,m_yǒngshì,m_pǐfū,m_bóshì,m_shūfù,m_shǐguān,m_sīkòu,m_sītú,m_jūnzǐ,m_dàfū,m_dàwáng,m_dàlǐ,m_dàchén,m_tiānwáng,m_tiānhuáng,m_tiānzǐ,m_tàigōng,m_tàihòu,m_tàizǐ,m_tàishǒu,m_zǐsì,m_xiàozǐ,m_nièzǐ,m_dìwáng,m_cìzǐ,m_wǔshì,m_wángzǐ,m_nánzǐ,m_huángzǐ,m_huángdì,m_xiùcai,m_tóngzǐ,m_lǎofù,m_erzi,m_bófù,m_shìdàfū,m_dàzhàngfu,m_tàishǐgōng,m_huángtàizǐ,Count,Count,Count
耆,1,,1,1,,,1,,,,,,1,,,,,1,,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,,1,1,1,1,1,1,1,,1,,,,,,,,,,,1,,,,1,1,1,1,1,1,,,1,,1,1,1,,,1,,,,1,,1,1,1,,1,,,1,,,,9,58,174
鄯,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,1,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,30,60
輜,1,1,1,1,,,1,,,,,1,1,,,,,1,,,,,,,,1,,,1,,1,1,1,1,1,1,1,1,1,,1,1,1,,,1,,,1,,,,,1,,,,1,1,1,1,,,,,,,,1,,,1,,,,1,,,,1,,1,,,,,,1,,,1,1,,,,,,,1,,,,,,,,,1,,,,10,39,95
陬,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,1,1,1,,,,1,,,1,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,4,22,32
肥,1,1,1,1,,,1,,,,,1,,1,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,1,1,,1,,1,1,1,1,1,,,,,,,,,1,,,,,,,,,,,1,,1,1,,,1,,1,1,1,,,,,,,1,,,1,,,,,,,,,,8,45,139
莎,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,,,,,1,1,1,,,,,1,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,2,23,42
閔,1,1,1,1,,,,,,,,1,1,1,,1,,1,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,,1,1,1,1,1,1,,1,1,,,,,,,1,,1,1,1,,1,1,1,1,1,,1,1,,,1,1,1,1,1,,,,,,,1,,,1,,,,,,,,,1,12,61,181
刀,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,,,1,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,,1,,,,1,,,1,,,,,1,,,,,1,1,,1,1,,,1,1,,1,1,,,,1,1,,,1,,1,,1,,,1,1,,1,1,15,66,206
護,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,1,,,1,1,,1,,1,,1,,1,1,1,1,1,1,,,1,,1,1,1,1,1,,,1,,1,,,1,,,,,,,,,1,20,75,285
誰,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,,1,1,1,,1,1,1,1,1,1,,,,,,,1,1,1,1,,1,,,1,,1,1,1,1,1,1,,,1,,1,1,1,,,,,,,,1,1,1,,,,,,,,,,14,61,193
館,1,1,1,1,1,1,1,,1,,,1,1,,,1,,1,,,,1,,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,,,1,,1,,1,1,1,1,1,1,,,1,1,1,1,1,,1,,1,,1,1,,1,1,,1,,,,1,,,1,17,77,223
諱,1,1,,,,1,1,,,,,1,1,1,1,,,,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,,1,1,1,,,1,1,1,1,1,,,,,,,,,,1,,,,1,,1,,1,1,1,,,1,1,1,1,,1,1,1,,,,1,1,,1,,,1,,,,,,1,,1,1,11,57,183
燈,1,1,1,1,,1,1,,,,,,,1,,,,1,,,,,1,,,1,,,,1,1,1,1,,1,1,1,1,1,1,,1,1,,,1,,,1,1,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,11,36,66
巡,1,1,1,1,,1,1,,,,,1,1,,,1,,1,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,,1,1,,,1,1,1,1,1,1,1,,1,,1,1,1,,,,1,,,1,1,1,1,,,,,,1,,1,1,13,74,247
拳,1,1,1,1,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,1,,,,1,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,7,28,50
披,1,1,1,1,,1,,1,,1,1,,1,,,1,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,1,,,,1,1,1,1,1,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,,,1,,,,,,,,1,,,,1,,1,,,,,,,,,,11,48,123
伸,1,1,1,1,,1,,,,,1,,1,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,,1,1,1,1,,1,1,1,,1,,1,1,1,,1,,,,,1,,,1,,1,,,1,1,,,,9,55,98
感,1,1,1,1,1,1,1,,1,,,1,1,1,1,1,,1,1,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,,,1,1,,1,,1,,1,1,,1,,1,1,1,,1,1,,1,1,1,1,1,1,,1,,1,,1,,,1,1,,,1,,,1,,1,1,18,76,276
稚,1,1,1,1,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,,1,1,1,1,,,,1,1,1,,1,,,,,,,,,,,1,,1,1,,,,,,1,,1,,,,1,,1,1,1,,,,,,,,,,,,1,,,,,,,1,7,43,111
每,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,,1,1,1,1,1,1,,,1,,1,1,1,,1,,1,,,1,,1,1,1,1,,1,,1,1,1,1,23,90,330
譽,1,1,1,1,1,1,1,,1,,,1,1,,1,1,,1,,,,,,,,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,1,1,,,,,,,1,,1,1,1,1,1,1,,,1,,1,1,1,,,,1,,,1,,,,,,,,,1,,1,,15,62,192
歐,1,,1,1,,1,1,,,1,,,1,1,1,1,,1,1,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,1,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,,,,1,1,1,,1,1,,,1,1,1,1,1,,,,,,,,,,1,,1,,,,1,,,,13,55,149
酣,1,1,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,,1,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,1,,,,,,,1,,,,,,,,,,,,,7,39,96
末,1,1,1,1,1,1,,1,,,,,1,1,1,1,,1,1,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,1,1,,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,,,,1,1,,1,1,16,85,294
似,1,1,1,1,1,1,1,,,1,,,1,1,,,,1,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,,,1,1,1,,1,1,,,1,,1,1,,,,,1,1,,,,1,1,,1,1,,,1,,,1,13,63,167
誦,1,1,1,1,,1,1,,1,,,1,,1,1,,,,,,,,,,,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,1,1,1,1,1,,,,,,1,,,,,,,,1,,1,,1,1,1,1,1,1,,,1,,1,1,1,,1,,,,,,,1,1,,1,,,,1,,,1,12,60,183
寐,1,1,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,1,,,1,,,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,1,6,29,59
佩,1,1,1,1,,1,1,,,,,1,1,,1,,,1,1,,,,,,,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,1,1,1,1,1,1,,,,,,,,,1,1,,,,1,,,,,,1,,1,1,,1,1,,1,1,1,,,,1,,,1,1,1,1,,1,,,1,1,,,1,14,58,174
鏡,1,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,1,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,1,,1,,1,,,,,1,,,1,,,,,,,,,,4,35,84
郵,1,1,1,1,,,,1,,,,,1,1,,,,,,,,,,,,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,,1,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,9,42,115
掾,1,1,1,1,,,1,,,,,,1,,,,,1,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,,,,,,,,,,,,,,1,,1,1,1,,1,,1,1,,,1,1,,1,1,,,,,,,,,1,,,,,,,1,,,,8,47,160
靳,1,1,1,,,1,1,,,,,1,,1,,1,,1,,,,,,,,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,1,1,1,,,1,,1,1,1,1,1,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,1,1,1,,1,,,,,1,,1,,,,,,,,,1,,11,46,78
曉,1,1,1,1,1,1,1,,,,,,1,1,1,1,,,,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,1,1,,1,,1,1,1,1,1,,,,,,,,,1,1,,,,1,,1,,,1,1,,1,1,,,1,,1,1,1,,,,1,,,,1,,1,,,,,1,1,,,,14,57,173
偏,1,1,1,1,,1,1,,,,,,1,,,,,1,,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,,1,,,,,,1,1,,1,,1,,,,1,1,1,1,1,1,,,1,,1,1,1,,,,,1,,,,,1,,,,,,1,,,1,11,60,166
兼,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,,,,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,,,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,,1,,,,1,,1,1,19,85,302
授,1,1,1,1,1,1,1,,1,,,1,1,1,1,1,,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,1,1,,1,,1,1,1,1,,1,1,1,,1,1,23,95,382
綠,1,1,,1,,,1,,,,,,,1,,,,,,,,,,,,,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,,,,1,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,8,34,81
綈,1,,1,1,1,1,1,,,,,,1,,,,,1,,,,,,,,,,,,,,1,1,1,,1,1,1,,,1,,1,,,,1,,1,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,8,24,38
底,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,,1,,1,,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,1,1,,,1,,,1,,,1,1,,,,,,,,,,1,,,,,,1,,,,5,40,90
簾,1,1,,1,,1,,,,,,1,1,,1,,,1,,,,,,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,,1,,1,,,1,,,,1,1,1,1,,1,1,,,,,,,,,1,,,,,,,,,1,,,1,,,1,,1,1,,,,,1,,,,,1,1,,,,,,,,,1,12,45,75
柄,1,1,1,1,,,1,,,,,,1,,1,,,1,1,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,1,,,,,,1,,,1,1,1,,1,1,,,1,,,1,1,,,,1,1,,,,1,1,,,,,,1,,,,10,57,173
弁,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,,,,1,1,1,1,1,1,,,,,,,,1,,,,1,,1,,,,1,1,1,,1,1,,,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,1,8,48,111
浦,1,1,1,1,,1,,,,,,,1,1,,1,,,1,,,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,,,1,,1,1,1,1,,,,,1,1,1,,,,,1,,1,,,,,1,,,,1,,,1,12,57,134
隅,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,,1,,,1,1,1,1,,1,,,,,,,,,,,,1,1,,1,,,1,1,,1,1,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,6,42,100
傍,1,1,1,1,1,,,,,,1,1,1,,,,,1,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,1,,,,1,1,1,1,1,1,1,,,,,,,,,1,,,,1,,,,,,1,,1,1,,1,,1,1,1,,,,,,,1,1,,1,,,1,,,,,,1,12,54,125
譚,1,1,1,1,1,1,,,,,,,1,,1,,,1,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,,,,,,,1,,,,,1,,,,,1,1,1,1,,,1,,1,1,1,,1,,1,,,1,1,,,,1,,,,,,,1,12,59,166
羌,1,1,1,1,,,1,,,,,1,,1,,,,,,,,,,,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,,,,1,,1,1,1,,,,1,,,,1,,1,1,,,1,,1,,1,1,1,,1,,,,,1,,,1,,,,,,1,,,,11,59,173
腸,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,1,,,,,,,1,,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,3,26,52
況,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,1,,,1,,1,,1,1,,1,1,1,1,1,20,88,294
馨,1,,1,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,1,,,1,,,,,,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,5,26,35
漸,1,1,1,1,,1,1,,,,,1,1,1,1,1,,1,1,,,,,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,,,,1,1,,,,,,,,,,,,,1,1,1,1,1,,,1,,1,1,1,,1,,1,1,,,,1,1,,,,,,,,1,1,17,66,228
洞,1,1,1,1,1,1,,,,,,1,1,,,1,,,,,,,,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,1,1,1,1,1,1,1,1,,,,1,,,,,,,,,,,,1,1,1,,1,1,1,,,1,,1,,,,,1,,,1,,,1,,,,,,,,,,11,54,129
廊,1,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,,1,,,1,,,1,,1,1,,,,,1,,,1,,,1,,,,,,,,,,5,35,78
閣,1,1,1,1,,1,1,1,,,,1,1,1,1,1,,1,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,1,1,1,1,,1,1,1,1,1,1,,1,1,,1,1,1,,1,,1,1,,1,,1,1,,,,,1,1,,,1,16,74,219
彌,1,1,1,1,,1,1,,1,,1,1,1,,1,,,1,1,,,,,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,1,1,,,1,,,1,,1,1,1,,,,1,,,,1,1,1,,,,,,1,,,1,17,65,202
簿,1,1,1,1,,1,1,,,,,1,1,1,,,,1,,1,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,,,,,,1,,1,,,1,1,1,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,,,,,1,,,1,13,68,196
蔽,1,1,1,1,,1,,,1,,,,,,,1,,1,,,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,,,1,,,,1,,1,,,1,1,1,1,1,,,1,,1,1,1,,,,,,,,,,1,,,,,,,,,1,9,53,162
壅,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,,,,1,1,1,1,1,,,1,1,,,,,,,,,,,1,,,1,,1,1,,1,1,,,1,,1,1,1,,,,,,,,,,1,,,,,,1,,1,1,3,44,104
籓,1,1,,1,,1,,,,,,,,,,,,,,,,1,,,,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,1,,1,1,1,1,1,1,,1,,,,,,1,1,,1,,,,,,,1,1,1,1,,1,,,1,,1,1,,,,,1,,,,,1,1,,1,,,,,,,1,7,52,113
僭,1,1,1,1,1,1,1,,,,,1,1,,1,1,,1,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,1,,,,1,1,,,,1,1,,,1,1,,1,,1,1,1,,,,1,1,,,1,1,1,,,,,,,,1,1,16,67,212
壞,1,1,1,1,,1,1,,,,,1,1,1,,1,,1,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,,,1,1,1,1,1,1,,,,,,,,1,,,,,,1,,,,1,1,1,1,1,1,,,1,,1,1,1,,,,1,,1,,,1,1,,,,,,1,,1,1,15,61,200
飛,1,1,1,1,1,1,,,,,,,1,,,1,,1,,,,,1,,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,,1,,,1,1,1,1,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,1,,1,,,1,1,,1,,,,1,1,,1,13,72,227
彪,1,1,1,1,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,,1,,,1,1,1,1,1,1,,,,,,,,1,1,,,,,,1,,,1,1,1,,,,,,1,,1,,1,,,,1,,,,,,1,,,,,,,,,,8,45,128
稀,1,1,1,,,1,,,,,,1,,,1,1,,,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,,,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,,,,,,,1,,,1,,,,,,,,,1,11,35,65
甄,1,1,1,1,,,,,,,,1,,,,1,,1,,,,,,,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,,,1,,1,1,1,1,1,1,1,,1,,,,,,,,1,,,,1,,,,1,1,1,,1,1,,,1,1,1,1,1,,,,,,,,,1,1,,,,,,1,,,1,10,53,143
液,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,,1,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,2,27,47
媵,1,1,1,,,,1,,,,,1,1,,1,,,1,,1,,,,,,1,1,,1,,1,1,1,1,,1,,1,1,1,,1,1,,,,1,,1,,,,,1,,1,,1,,,1,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,12,34,75
詣,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,,,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,,1,,1,,,1,1,1,1,,,1,,1,1,,,1,22,87,315
巍,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,,,1,,1,1,,1,1,,1,,,,,,1,,,,,,,,,,4,36,73
統,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,,,,,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,,,,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,1,1,,1,,1,1,,,,1,,1,,,1,20,81,307
漬,1,1,,1,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,,,,,,,1,,1,1,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,6,23,30
託,1,1,1,1,1,1,1,,,,1,1,1,1,,1,1,1,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,,1,,1,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,1,1,1,1,1,1,,,1,,1,1,1,,,,,,,,,1,1,,,,,1,1,,,1,17,63,172
肺,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,52
腑,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,39
